NNprd;NNtime;KRprd;KRtime
0.0;0.0010311603546142578;0.0;0.0013006258010864258
0.0;0.0033570528030395508;0.003427230046948357;0.0015462923049926758
0.0;0.002645111083984375;0.0;0.0015303564071655273
0.0;0.0035379409790039064;0.0013577023498694515;0.0013347911834716798
0.005977011494252874;0.004373311996459961;0.005977011494252872;0.0014813756942749024
0.0;0.004430055618286133;0.0;0.001502680778503418
0.0;0.0034506559371948243;0.0;0.0015127134323120117
0.01272727272727273;0.0033612966537475584;0.012297520661157023;0.001340484619140625
0.0;0.003323197364807129;0.005971563981042654;0.0014302682876586913
0.0;0.004629802703857422;0.0021860465116279072;0.001559586524963379
0.0;0.003215384483337402;0.0;0.0015338897705078126
0.0096514745308311;0.003535175323486328;0.013404825737265418;0.0014316654205322266
0.015748031496062992;0.003296828269958496;0.010236220472440943;0.0015078401565551758
0.0;0.0030000686645507814;0.0;0.0014542055130004883
0.0;0.0027348995208740234;0.0;0.00158782958984375
0.0034749034749034747;0.003988814353942871;0.0021621621621621635;0.0013801002502441407
0.004357298474945534;0.004193687438964843;0.0036601307189542496;0.0014904975891113282
0.0009029345372460496;0.0036037206649780274;0.0007223476297968398;0.0014891529083251953
0.0;0.0037879705429077148;0.0;0.0016850090026855468
0.0;0.003447723388671875;0.0031455399061032863;0.001618504524230957
