NNprd;NNtime;KRprd;KRtime
0.05944302176696544;0.12496044039726258;0.07239436619718309;0.3806702423095703
0.022994825355756802;0.1942707896232605;0.050789133247089266;0.3891522121429443
0.015888888888888883;0.10821670293807983;0.05232592592592593;0.40554773330688476
0.030415690866510525;0.13263438940048217;0.06637002341920376;0.37167672634124754
0.02250879249706917;0.19572237730026246;0.03549824150058617;0.38311153411865234
0.08563611491108072;0.17822852730751038;0.07321477428180573;0.3868189573287964
0.022695707070707068;0.1605588376522064;0.05648989898989896;0.373698935508728
0.03224025974025975;0.17304980754852295;0.058077922077922055;0.39248941898345946
0.03394868585732165;0.1673840820789337;0.059023779724655834;0.38191410541534426
0.02862021857923496;0.11887608766555786;0.05193989071038251;0.37394612312316894
