NNprd;NNtime;KRprd;KRtime
0.0633644463300806;0.04795253872871399;0.4296902842596522;0.17545075416564943
0.04978152309612984;0.03971197605133057;0.42388680815647106;0.19168784141540526
0.05616772823779194;0.039488977193832396;0.46211464968152866;0.18285469055175782
0.04788907284768212;0.04284580945968628;0.40430463576158926;0.1887274980545044
0.06221566054243218;0.03402774930000305;0.45359580052493426;0.1881546974182129
0.0404732510288066;0.04076950550079346;0.4129300411522634;0.18419416427612303
0.080117852466172;0.0401922345161438;0.4712963771278917;0.18791650295257567
0.07550042589437818;0.040628057718276975;0.44158432708688244;0.18571789264678956
0.050965210012728045;0.0469962477684021;0.3986593126856174;0.19616308212280273
0.04161399072903497;0.037548762559890744;0.4236156763590392;0.1748974609375
