NNprd;NNtime;KRprd;KRtime
0.056132930513595164;0.02779719352722168;0.051480362537764356;0.05845809936523438
0.003922829581993569;0.041132326126098635;0.019324758842443727;0.06002463817596435
0.01934477379095164;0.03629196166992187;0.05088923556942278;0.05869925498962402
0.013546325878594253;0.027623939514160156;0.02460063897763578;0.06088794231414795
0.015264797507788162;0.028555307388305664;0.04024922118380062;0.05914289474487305
0.062372881355932205;0.03298066139221192;0.05522033898305085;0.059547314643859865
0.015488215488215485;0.023486490249633788;0.035690235690235717;0.058427472114562985
0.012451790633608817;0.03172427177429199;0.027713498622589535;0.05486681461334229
0.025481049562682215;0.035645790100097656;0.025889212827988346;0.06055747985839844
0.03297208538587849;0.03484676361083985;0.03254515599343185;0.06366762161254882
0.02029268292682927;0.030898981094360352;0.0383739837398374;0.06302151679992676
0.016360601001669445;0.02876445770263672;0.018864774624373956;0.06538747310638428
0.0548051948051948;0.047578897476196286;0.05487012987012986;0.060050244331359866
0.03268533772652389;0.036085500717163085;0.0487644151565074;0.06049124717712402
0.03275766016713092;0.026362409591674806;0.04236768802228411;0.05938897132873535
0.030479134466769694;0.026760683059692383;0.025842349304482228;0.05991606712341309
0.056424242424242405;0.03948619842529297;0.04427272727272728;0.06004240036010742
0.005186385737439222;0.033652753829956056;0.05059967585089141;0.06123069763183594
0.013703703703703704;0.0360364818572998;0.022253086419753085;0.06048941612243652
0.02666666666666666;0.029897069931030272;0.04195348837209303;0.05980834484100342
