NNprd;NNtime;KRprd;KRtime
0.041826686361398344;0.1626025954882304;0.5065819793205321;0.879216480255127
0.056436539041302386;0.12728325128555298;0.5070063310220079;0.8932628345489502
0.03745541022592152;0.13286079565684;0.4821521997621878;0.8705016851425171
0.04785148706064114;0.17284439007441202;0.4567265353418307;0.8618937873840332
0.03440380184331797;0.137498672803243;0.46843894009216597;0.8744986295700073
0.03954003079291762;0.1341190536816915;0.47104503464203235;0.8931077527999878
0.038493543758967;0.13298295736312865;0.4861176470588236;0.8637374544143677
0.04316023738872402;0.12803772290547688;0.4940593471810088;0.931032943725586
0.0509999024485416;0.14660332600275675;0.48270412642669014;0.9580788564682007
0.03478535353535352;0.13325692812601725;0.49763986013986006;0.8338292360305786
