NNprd;NNtime;KRprd;KRtime
0.07279735682819383;0.012580609321594239;0.38861233480176205;0.057497997283935544
0.04683751363140676;0.014365609486897786;0.39410032715376225;0.05620448112487793
0.045750184774575015;0.01783419450124105;0.4070842572062085;0.05786946773529053
0.03716924169774463;0.021882311503092448;0.34850293020777845;0.05956927299499512
0.042604856512141284;0.02561345100402832;0.31635252165053496;0.06434965610504151
0.07696639418710262;0.0213713010152181;0.37095367847411437;0.06762924194335937
0.0589074074074074;0.016903360684712727;0.4173888888888889;0.05593268394470215
0.06107879428873612;0.02076870600382487;0.35657324167107346;0.05934306621551513
0.08751132862062715;0.026362029711405437;0.3882653616095704;0.07572915077209473
0.07623797025371828;0.020987955729166667;0.363254593175853;0.05838466167449951
