NNprd;NNtime;KRprd;KRtime
0.06848842934515018;0.04862167040506999;0.05843426883308714;0.11635869026184081
0.032836562344759075;0.04671006997426351;0.04223546944858421;0.11612389087677003
0.0323019221753399;0.05177496274312337;0.04562587904360057;0.11174663066864014
0.03324022346368714;0.06733599503835043;0.04111731843575419;0.11294385433197021
0.01771771771771772;0.0697304646174113;0.03993993993993995;0.12043471813201904
0.03831985624438456;0.052100213368733723;0.05822102425876011;0.1150360631942749
0.02092592592592592;0.07238417466481527;0.026111111111111113;0.11679900646209716
0.0012621916236374069;0.05467647711435954;0.03500860585197935;0.11851284503936768
0.06655555555555555;0.047244993845621745;0.04936666666666668;0.11451356887817382
0.052366565961732135;0.08111039797465007;0.032567975830815714;0.11705527305603028
