NNprd;NNtime;KRprd;KRtime
0.049121107266435995;0.08770479202270508;0.45784775086505186;0.4236457633972168
0.03305841924398625;0.07253572940826417;0.47096907216494854;0.42108055114746096
0.06544069640914037;0.08446822643280029;0.5096989481320275;0.45822921752929685
0.058346760070052545;0.09463905334472657;0.4872784588441331;0.43320144176483155
0.04131371878207322;0.08216028690338134;0.45352719808416014;0.4063620758056641
0.05125915591210326;0.09146138191223145;0.4632228810603418;0.4386604118347168
0.05972366148531952;0.08458054065704346;0.4660518134715027;0.4224342155456543
0.03521947873799726;0.06999919891357421;0.4787174211248286;0.42022444248199464
0.051232782369145996;0.08678025722503663;0.4591804407713498;0.4220376825332642
0.058789986091794144;0.08489397048950195;0.4495062586926287;0.4287170600891113
