NNprd;NNtime;KRprd;KRtime
0.031387478849407784;0.009489631652832032;0.04287648054145515;0.022027602195739748
0.010138248847926266;0.014697587490081787;0.02857142857142857;0.022064881324768068
0.0;0.010308277606964112;0.010951526032315978;0.023933005332946778
0.004119850187265918;0.015582513809204102;0.015018726591760307;0.02175511360168457
0.0;0.01612948179244995;0.016269430051813475;0.02330148220062256
0.034926470588235295;0.016474294662475585;0.032588235294117654;0.01968287944793701
0.020617529880478085;0.01248931884765625;0.026533864541832663;0.022313103675842286
0.009566074950690336;0.009011304378509522;0.02303747534516765;0.02225074768066406
0.023409461663947792;0.008345472812652587;0.034486133768352356;0.021464810371398926
0.010382513661202186;0.01428285837173462;0.012896174863387979;0.0236987829208374
